"decile","decile.visited","month","visit.prop"
"9","4","2020-06",0.0243035234386005
"9","5","2020-06",0.0250483592931381
"9","6","2020-06",0.0286573880957028
"9","7","2020-06",0.0359851465591519
"9","8","2020-06",0.0460603610225033
"9","9","2020-06",0.0678511546907667
"9","10","2020-06",0.0571713124177881
"10","1","2020-06",0.0119983613097245
"10","2","2020-06",0.0107871895617089
"10","3","2020-06",0.0123985103065754
"10","4","2020-06",0.0141304621167566
"10","5","2020-06",0.0165324767703197
"10","6","2020-06",0.0173671024084671
"10","7","2020-06",0.0190259768991728
"10","8","2020-06",0.0262312161963556
"10","9","2020-06",0.0529998763540922
"10","10","2020-06",0.107791353986973
"1","1","2020-07",0.109578432594847
"1","2","2020-07",0.0633382957023169
"1","3","2020-07",0.0415461443538373
"1","4","2020-07",0.0316940574698389
"1","5","2020-07",0.0349686858189649
"1","6","2020-07",0.0315951641957873
"1","7","2020-07",0.0273949989781629
"1","8","2020-07",0.0244194469984475
"1","9","2020-07",0.0227641315087209
"1","10","2020-07",0.0213369268100253
"2","1","2020-07",0.0690727158027865
"2","2","2020-07",0.0862686413451393
"2","3","2020-07",0.0568663474254386
"2","4","2020-07",0.0420055010853764
"2","5","2020-07",0.0428550180725593
"2","6","2020-07",0.0378447449665917
"2","7","2020-07",0.031802801478073
"2","8","2020-07",0.0244310207071294
"2","9","2020-07",0.0263307123343086
"2","10","2020-07",0.0228319728027999
"3","1","2020-07",0.0439499152523658
"3","2","2020-07",0.0589418224773777
"3","3","2020-07",0.0547794140758535
"3","4","2020-07",0.0497878016000658
"3","5","2020-07",0.0474100183850125
"3","6","2020-07",0.038749590994897
"3","7","2020-07",0.031875961838659
"3","8","2020-07",0.0286106476403908
"3","9","2020-07",0.029972523972841
"3","10","2020-07",0.02553648311355
"4","1","2020-07",0.0400508701913918
"4","2","2020-07",0.044760116418839
"4","3","2020-07",0.0481384241450378
"4","4","2020-07",0.0544999671075176
"4","5","2020-07",0.0623507045785028
"4","6","2020-07",0.052434283744403
"4","7","2020-07",0.041367404697548
"4","8","2020-07",0.0350996116754683
"4","9","2020-07",0.0346707180413146
"4","10","2020-07",0.0307725163489896
"5","1","2020-07",0.0368607956680597
"5","2","2020-07",0.0372829510648613
"5","3","2020-07",0.0514496602115284
"5","4","2020-07",0.0615622937026641
"5","5","2020-07",0.0630232943292864
"5","6","2020-07",0.0554453240311456
"5","7","2020-07",0.0459014192415475
"5","8","2020-07",0.0447171080255466
"5","9","2020-07",0.0420051806751687
"5","10","2020-07",0.0394043751777134
"6","1","2020-07",0.0363709981605558
"6","2","2020-07",0.0377563013787128
"6","3","2020-07",0.0423286911140065
"6","4","2020-07",0.0531377034915812
"6","5","2020-07",0.0588717411475992
"6","6","2020-07",0.0529319465738643
"6","7","2020-07",0.0526964751629777
"6","8","2020-07",0.044464786229185
"6","9","2020-07",0.0453083013125108
