"type","a","a.","contacts"
"school","65-69","60-64",0.00842132942964842
"school","70-74","60-64",0.00774490943245464
"school","75+?","60-64",2.21115032276041e-83
"school","00-04","65-69",0.000971981649468263
"school","05-09","65-69",0.00134444050048339
"school","10-14","65-69",0.000706317885027832
"school","15-19","65-69",0.00109696043728116
"school","20-24","65-69",0.00123849745273185
"school","25-29","65-69",0.00238802046862383
"school","30-34","65-69",0.000445795762852535
"school","35-39","65-69",0.00209848191645684
"school","40-44","65-69",0.000487166953904918
"school","45-49","65-69",0.00175478532131037
"school","50-54","65-69",9.42870196620404e-24
"school","55-59","65-69",1.19739411609024e-31
"school","60-64","65-69",0.0115228766743015
"school","65-69","65-69",0.0175138114147122
"school","70-74","65-69",0.00801425158429374
"school","75+?","65-69",8.85951932776665e-107
"school","00-04","70-74",8.26704862619802e-66
"school","05-09","70-74",0.000347859765917554
"school","10-14","70-74",4.94403229298188e-25
"school","15-19","70-74",6.22739518045545e-33
"school","20-24","70-74",0.000177254168302329
"school","25-29","70-74",0.000463397830196293
"school","30-34","70-74",1.65555554558914e-48
"school","35-39","70-74",1.84573507307468e-123
"school","40-44","70-74",4.8166438674598e-68
"school","45-49","70-74",6.21719880666121e-134
"school","50-54","70-74",1.23977175939457e-117
"school","55-59","70-74",0.000782906662186049
"school","60-64","70-74",4.4260770664602e-67
"school","65-69","70-74",0.0111252464888733
"school","70-74","70-74",0.00791286926070527
"school","75+?","70-74",1.02043010742372e-80
"school","00-04","75+?",6.39788085507145e-120
"school","05-09","75+?",8.09952364350466e-39
"school","10-14","75+?",0.000182396032718641
"school","15-19","75+?",1.71101051980529e-70
"school","20-24","75+?",1.22019919884651e-47
"school","25-29","75+?",0.00128673975792706
"school","30-34","75+?",3.11394357053814e-55
"school","35-39","75+?",9.70249209883204e-67
"school","40-44","75+?",2.40429408301219e-92
"school","45-49","75+?",3.27653670155992e-72
"school","50-54","75+?",5.64935508939032e-78
"school","55-59","75+?",0.000763218723569821
"school","60-64","75+?",2.12199603872429e-37
"school","65-69","75+?",3.45728464677675e-126
"school","70-74","75+?",0.0213826223672749
"school","75+?","75+?",6.61414933473175e-113
"other_locations","00-04","00-04",0.558478193789103
"other_locations","05-09","00-04",0.264672947664891
"other_locations","10-14","00-04",0.08498470335176
"other_locations","15-19","00-04",0.0524538572027994
"other_locations","20-24","00-04",0.0809347946947965
"other_locations","25-29","00-04",0.140848665552877
"other_locations","30-34","00-04",0.147870390458607
"other_locations","35-39","00-04",0.130491031148245
"other_locations","40-44","00-04",0.0936580957928234
"other_locations","45-49","00-04",0.0324929178049056
"other_locations","50-54","00-04",0.0567590152082765
"other_locations","55-59","00-04",0.0826838350321799
"other_locations","60-64","00-04",0.0574869129144175
"other_locations","65-69","00-04",0.0579868754563431
"other_locations","70-74","00-04",0.0190579512380127
"other_locations","75+?","00-04",0.0297333762498507
"other_locations","00-04","05-09",0.243076322063246
"other_locations","05-09","05-09",1.00235109188282
"other_locations","10-14","05-09",0.454279431823959
"other_locations","15-19","05-09",0.166020084994888
"other_locations","20-24","05-09",0.103648321650434
"other_locations","25-29","05-09",0.0736185223815519
"other_locations","30-34","05-09",0.105673993978921
"other_locations","35-39","05-09",0.154653140200535
"other_locations","40-44","05-09",0.12220144142546
"other_locations","45-49","05-09",0.0537066912095784
"other_locations","50-54","05-09",0.107115469276885
"other_locations","55-59","05-09",0.0739812106147349
"other_locations","60-64","05-09",0.0632126122812626
"other_locations","65-69","05-09",0.0770921960162762
"other_locations","70-74","05-09",0.0406306867380967
"other_locations","75+?","05-09",0.0304211307251602
"other_locations","00-04","10-14",0.123964927199682
"other_locations","05-09","10-14",0.366096114033301
"other_locations","10-14","10-14",1.60141376244577
"other_locations","15-19","10-14",0.769864771291708
"other_locations","20-24","10-14",0.154003213923389
"other_locations","25-29","10-14",0.0660510346573438
"other_locations","30-34","10-14",0.159971691968428
"other_locations","35-39","10-14",0.116094871634654
"other_locations","40-44","10-14",0.190800393287074
"other_locations","45-49","10-14",0.0697226520125912
"other_locations","50-54","10-14",0.121183167386128
"other_locations","55-59","10-14",0.0793158328877247
"other_locations","60-64","10-14",0.0542160229402406
"other_locations","65-69","10-14",0.0488194803822922
"other_locations","70-74","10-14",0.0583331030837584
"other_locations","75+?","10-14",0.0447743798584119
"other_locations","00-04","15-19",0.103516869319301
"other_locations","05-09","15-19",0.114797769801935
"other_locations","10-14","15-19",0.282959164735697
"other_locations","15-19","15-19",2.60996633280392
"other_locations","20-24","15-19",1.12107780243129
"other_locations","25-29","15-19",0.291895453346096
"other_locations","30-34","15-19",0.144151876829983
"other_locations","35-39","15-19",0.0971405315644776
"other_locations","40-44","15-19",0.138507122778337
"other_locations","45-49","15-19",0.150275225705038
"other_locations","50-54","15-19",0.203582067283786
"other_locations","55-59","15-19",0.10638154937734
"other_locations","60-64","15-19",0.0973434719229693
"other_locations","65-69","15-19",0.0580809821034355
"other_locations","70-74","15-19",0.123027959270516
"other_locations","75+?","15-19",0.0279547659320829
"other_locations","00-04","20-24",0.190197649981689
"other_locations","05-09","20-24",0.10566989941357
"other_locations","10-14","20-24",0.20341258062261
"other_locations","15-19","20-24",0.686741640559493
"other_locations","20-24","20-24",1.97045117469401
"other_locations","25-29","20-24",0.886307131671598
"other_locations","30-34","20-24",0.414823899817583
"other_locations","35-39","20-24",0.251506670998883
"other_locations","40-44","20-24",0.270226897789691
"other_locations","45-49","20-24",0.224516727908993
"other_locations","50-54","20-24",0.404108137237127
"other_locations","55-59","20-24",0.289563330734935
"other_locations","60-64","20-24",0.222998613110786
"other_locations","65-69","20-24",0.184286004741217
"other_locations","70-74","20-24",0.123995526174918
"other_locations","75+?","20-24",0.0664982443572034
"other_locations","00-04","25-29",0.292437984617187
"other_locations","05-09","25-29",0.211133915266304
"other_locations","10-14","25-29",0.173192814784838
"other_locations","15-19","25-29",0.32338497334112
"other_locations","20-24","25-29",0.784195452096268
"other_locations","25-29","25-29",1.13869763617548
"other_locations","30-34","25-29",0.614009414193502
"other_locations","35-39","25-29",0.444430831207635
"other_locations","40-44","25-29",0.326679877475581
"other_locations","45-49","25-29",0.280595340903626
"other_locations","50-54","25-29",0.516463245879626
"other_locations","55-59","25-29",0.491411913055748
"other_locations","60-64","25-29",0.345507727990003
"other_locations","65-69","25-29",0.289792661756403
"other_locations","70-74","25-29",0.182045481410868
"other_locations","75+?","25-29",0.0894008923374019
"other_locations","00-04","30-34",0.351241173086184
"other_locations","05-09","30-34",0.26790135172484
"other_locations","10-14","30-34",0.207782571251291
"other_locations","15-19","30-34",0.212851062301399
"other_locations","20-24","30-34",0.482962933389121
"other_locations","25-29","30-34",0.672926811011434
"other_locations","30-34","30-34",0.800339159480881
"other_locations","35-39","30-34",0.578064675000588
"other_locations","40-44","30-34",0.468620869273009
"other_locations","45-49","30-34",0.357635054514864
"other_locations","50-54","30-34",0.39336437187512
"other_locations","55-59","30-34",0.529255692654762
"other_locations","60-64","30-34",0.370601615694002
"other_locations","65-69","30-34",0.381261087307057
"other_locations","70-74","30-34",0.194868969972206
"other_locations","75+?","30-34",0.176417698836372
"other_locations","00-04","35-39",0.29309533816514
"other_locations","05-09","35-39",0.289390664641263
"other_locations","10-14","35-39",0.241607685291936
"other_locations","15-19","35-39",0.247821234021246
"other_locations","20-24","35-39",0.31196009574328
"other_locations","25-29","35-39",0.438182700017638
"other_locations","30-34","35-39",0.555666402439487
"other_locations","35-39","35-39",0.684859454399029
"other_locations","40-44","35-39",0.492418019213373
"other_locations","45-49","35-39",0.388493943066598
"other_locations","50-54","35-39",0.371049281207755
"other_locations","55-59","35-39",0.42703121343786
"other_locations","60-64","35-39",0.431945738766884
"other_locations","65-69","35-39",0.332267726403977
"other_locations","70-74","35-39",0.263760701987065
"other_locations","75+?","35-39",0.137701153038316
"other_locations","00-04","40-44",0.208098031399598
"other_locations","05-09","40-44",0.256681339540949
"other_locations","10-14","40-44",0.292543684476191
"other_locations","15-19","40-44",0.266112669718503
"other_locations","20-24","40-44",0.254382648436252
"other_locations","25-29","40-44",0.307207658565858
"other_locations","30-34","40-44",0.366649123774597
"other_locations","35-39","40-44",0.500709103221231
"other_locations","40-44","40-44",0.560019533069471
"other_locations","45-49","40-44",0.390818065648869
"other_locations","50-54","40-44",0.440253342305578
"other_locations","55-59","40-44",0.437625244339228
"other_locations","60-64","40-44",0.390566605713502
"other_locations","65-69","40-44",0.331630139523126
"other_locations","70-74","40-44",0.323824455974297
"other_locations","75+?","40-44",0.137736923727651
"other_locations","00-04","45-49",0.169254117797798
"other_locations","05-09","45-49",0.141612303514548
"other_locations","10-14","45-49",0.213405505217262
"other_locations","15-19","45-49",0.271763731188117
"other_locations","20-24","45-49",0.340655080118135
"other_locations","25-29","45-49",0.319389584728176
"other_locations","30-34","45-49",0.321676499212707
"other_locations","35-39","45-49",0.369021696315279
"other_locations","40-44","45-49",0.391619299432608
"other_locations","45-49","45-49",0.459979600363887
"other_locations","50-54","45-49",0.564738639406357
"other_locations","55-59","45-49",0.354170013911522
"other_locations","60-64","45-49",0.363186134785798
"other_locations","65-69","45-49",0.30280342641501
"other_locations","70-74","45-49",0.280280840415579
"other_locations","75+?","45-49",0.196157198130192
"other_locations","00-04","50-54",0.224662263971646
"other_locations","05-09","50-54",0.124533007301328
"other_locations","10-14","50-54",0.153968756892721
"other_locations","15-19","50-54",0.13474155224526
"other_locations","20-24","50-54",0.227203605588369
"other_locations","25-29","50-54",0.296502311593787
"other_locations","30-34","50-54",0.358332989548243
"other_locations","35-39","50-54",0.276272285302302
"other_locations","40-44","50-54",0.29511488776419
"other_locations","45-49","50-54",0.393105297695394
"other_locations","50-54","50-54",0.487219991224509
"other_locations","55-59","50-54",0.570816066464104
"other_locations","60-64","50-54",0.360966183534004
"other_locations","65-69","50-54",0.367527052907329
"other_locations","70-74","50-54",0.25174026179751
"other_locations","75+?","50-54",0.157115203232638
"other_locations","00-04","55-59",0.200705483642043
"other_locations","05-09","55-59",0.138079364812931
"other_locations","10-14","55-59",0.102449813082607
"other_locations","15-19","55-59",0.0715975444342091
"other_locations","20-24","55-59",0.161010770611554
"other_locations","25-29","55-59",0.170119465517614
"other_locations","30-34","55-59",0.276738731968662
"other_locations","35-39","55-59",0.234301455057524
"other_locations","40-44","55-59",0.148545581048922
"other_locations","45-49","55-59",0.192589211823851
"other_locations","50-54","55-59",0.413095401036859
"other_locations","55-59","55-59",0.570322478393913
"other_locations","60-64","55-59",0.478739930086413
"other_locations","65-69","55-59",0.425917401297313
"other_locations","70-74","55-59",0.269058643289689
"other_locations","75+?","55-59",0.162265243994271
"other_locations","00-04","60-64",0.137843880191919
"other_locations","05-09","60-64",0.132675650335482
"other_locations","10-14","60-64",0.0743827603377722
"other_locations","15-19","60-64",0.054292166033951
"other_locations","20-24","60-64",0.0670160646800426
"other_locations","25-29","60-64",0.0693373641745386
"other_locations","30-34","60-64",0.131037264341442
"other_locations","35-39","60-64",0.208152345158509
"other_locations","40-44","60-64",0.145558705988513
"other_locations","45-49","60-64",0.141689039306424
"other_locations","50-54","60-64",0.259687846573372
"other_locations","55-59","60-64",0.381978519704893
"other_locations","60-64","60-64",0.430698341134125
"other_locations","65-69","60-64",0.41781722028385
"other_locations","70-74","60-64",0.458030261008196
"other_locations","75+?","60-64",0.158848071214327
"other_locations","00-04","65-69",0.12421723937722
"other_locations","05-09","65-69",0.103685898910376
"other_locations","10-14","65-69",0.0805783679049969
"other_locations","15-19","65-69",0.0517655547912888
"other_locations","20-24","65-69",0.0539345057993073
"other_locations","25-29","65-69",0.0541268976478291
"other_locations","30-34","65-69",0.10018234364677
"other_locations","35-39","65-69",0.152691581310403
"other_locations","40-44","65-69",0.108419384119277
"other_locations","45-49","65-69",0.0984437885258622
"other_locations","50-54","65-69",0.150528649352539
"other_locations","55-59","65-69",0.226249910709696
"other_locations","60-64","65-69",0.333244742132038
"other_locations","65-69","65-69",0.386248434507413
"other_locations","70-74","65-69",0.438000272970935
"other_locations","75+?","65-69",0.224712969165367
"other_locations","00-04","70-74",0.0682569635942744
"other_locations","05-09","70-74",0.0430784611437505
"other_locations","10-14","70-74",0.0501172157485211
"other_locations","15-19","70-74",0.027046103238973
"other_locations","20-24","70-74",0.0517466221468574
"other_locations","25-29","70-74",0.0297156502663836
"other_locations","30-34","70-74",0.0442466031418153
"other_locations","35-39","70-74",0.0789021106345605
"other_locations","40-44","70-74",0.0723549084527968
"other_locations","45-49","70-74",0.0769650447634207
"other_locations","50-54","70-74",0.0870307146359735
"other_locations","55-59","70-74",0.109998986614861
"other_locations","60-64","70-74",0.205027295835588
"other_locations","65-69","70-74",0.179518016134605
"other_locations","70-74","70-74",0.354149177440268
"other_locations","75+?","70-74",0.171689745720592
"other_locations","00-04","75+?",0.0324644687204893
"other_locations","05-09","75+?",0.0321578585293253
"other_locations","10-14","75+?",0.0435990810655036
"other_locations","15-19","75+?",0.0181539640167732
"other_locations","20-24","75+?",0.0412145160312758
"other_locations","25-29","75+?",0.0151444628491298
"other_locations","30-34","75+?",0.0415711478908915
"other_locations","35-39","75+?",0.0315712541635565
"other_locations","40-44","75+?",0.0308901351310312
"other_locations","45-49","75+?",0.0600938411251219
"other_locations","50-54","75+?",0.0593286033589242
"other_locations","55-59","75+?",0.0603966786417277
"other_locations","60-64","75+?",0.0869992800469675
"other_locations","65-69","75+?",0.108312254644284
"other_locations","70-74","75+?",0.130553955114648
"other_locations","75+?","75+?",0.117784893202308
